,name,distance,mass,discovery_date,planet_type,planet_radius_in_unit,mass_of_hoststar.1,goldilock,gravity
3884,Mu Leonis b,106.0,2.4 Jupiters,2014,Gas Giant,,11.4,True,
3885,MXB 1658-298 b,,23.7 Jupiters,2017,Gas Giant,,,True,
3886,NGC 2682 Sand 364 b,2730.0,6.69 Jupiters,2014,Gas Giant,,39.59,True,
3887,NGC 2682 Sand 978 b,2747.0,2.18 Jupiters,2017,Gas Giant,,,False,
3888,NGC 2682 YBP 1194 b,2922.0,0.32 Jupiters,2014,Gas Giant,,,False,
3889,NGC 2682 YBP 1514 b,3064.0,0.4 Jupiters,2014,Gas Giant,,,False,
3890,NGC 2682 YBP 401 b,2777.0,0.46 Jupiters,2016,Gas Giant,,,False,
3891,NGTS-10 b,1059.0,2.162 Jupiters,2020,Gas Giant,1.33,0.57,False,388.4486630109107
3892,NGTS-11 b,625.0,0.344 Jupiters,2020,Gas Giant,1.205,0.7,False,75.29490194728051
3893,NGTS-1 b,731.0,0.812 Jupiters,2017,Gas Giant,0.817,0.83,False,386.6278545414232
3894,NGTS-2 b,1175.0,0.74 Jupiters,2018,Gas Giant,1.595,1.7,False,92.44673303131847
3895,NGTS-3 A b,3295.0,2.38 Jupiters,2018,Gas Giant,1.48,0.93,False,345.3303506208911
3896,NGTS-4 b,922.0,20.6 Earths,2019,Neptune-like,0.284,0.84,False,255.40567347748467
3897,NGTS-5 b,1010.0,0.229 Jupiters,2019,Gas Giant,1.136,0.74,False,56.397524672684
3898,NGTS-6 b,1015.0,1.339 Jupiters,2019,Gas Giant,1.326,0.75,False,242.03309378049855
3899,NGTS-8 b,1417.0,0.93 Jupiters,2019,Gas Giant,1.09,0.98,False,248.77754397777963
3900,NGTS-9 b,2022.0,2.9 Jupiters,2019,Gas Giant,1.07,1.38,False,805.0292601973971
3901,NN Serpentis c,1631.0,7.33 Jupiters,2010,Gas Giant,,,False,
3902,NN Serpentis d,1631.0,2.3 Jupiters,2010,Gas Giant,,,False,
3903,NSVS 14256825 b,2735.0,14.15 Jupiters,2019,Gas Giant,,0.19,False,
3904,Nu Ophiuchi b,151.0,22.206 Jupiters,2012,Gas Giant,,14.6,True,
3905,Nu Ophiuchi c,151.0,24.662 Jupiters,2012,Gas Giant,,14.6,False,
3906,NY Virginis b,1801.0,2.3 Jupiters,2011,Gas Giant,,,False,
3907,NY Virginis c,1801.0,5.54 Jupiters,2019,Gas Giant,,,False,
3908,OGLE-2003-BLG-235L b,18920.0,2.6 Jupiters,2004,Gas Giant,,,False,
3909,OGLE-2005-BLG-071L b,10438.0,3.8 Jupiters,2005,Gas Giant,,,False,
3910,OGLE-2005-BLG-169L b,13374.0,14.1 Earths,2006,Neptune-like,,,False,
3911,OGLE-2005-BLG-390L b,21529.0,5.5 Earths,2005,Neptune-like,,,False,
3912,OGLE-2006-BLG-109L b,4926.0,0.73 Jupiters,2008,Gas Giant,,,False,
3913,OGLE-2006-BLG-109L c,4926.0,0.27 Jupiters,2008,Gas Giant,,,False,
3914,OGLE-2007-BLG-349L AB c,9003.0,0.25171 Jupiters,2016,Gas Giant,,,False,
3915,OGLE-2007-BLG-368L b,19246.0,20 Earths,2009,Neptune-like,,,False,
3916,OGLE-2008-BLG-092L b,26422.0,0.18 Jupiters,2014,Gas Giant,,,False,
3917,OGLE-2008-BLG-355L b,22182.0,4.6 Jupiters,2014,Gas Giant,,,True,
3918,OGLE-2011-BLG-0173L b,19898.0,0.19 Jupiters,2018,Gas Giant,,,False,
3919,OGLE-2011-BLG-0251L b,8383.0,0.53 Jupiters,2012,Gas Giant,,,False,
3920,OGLE-2011-BLG-0265L b,14288.0,0.88 Jupiters,2015,Gas Giant,,,True,
3921,OGLE-2012-BLG-0026L b,13110.0,0.145 Jupiters,2012,Gas Giant,,,False,
3922,OGLE-2012-BLG-0026L c,13110.0,0.86 Jupiters,2012,Gas Giant,,,False,
3923,OGLE-2012-BLG-0358L b,5741.0,1.85 Jupiters,2013,Gas Giant,,,True,
3924,OGLE-2012-BLG-0406L b,16212.0,2.73 Jupiters,2013,Gas Giant,,,False,
3925,OGLE-2012-BLG-0563L b,4241.0,0.39 Jupiters,2015,Gas Giant,,,True,
3926,OGLE-2012-BLG-0724L b,21855.0,0.47 Jupiters,2016,Gas Giant,,,True,
3927,OGLE-2012-BLG-0838L b,20616.0,0.167 Jupiters,2020,Gas Giant,,,False,
3928,OGLE-2012-BLG-0950L b,9786.0,35 Earths,2016,Neptune-like,,,False,
3929,OGLE-2013-BLG-0102L b,9916.0,12.569 Jupiters,2014,Gas Giant,,,True,
3930,OGLE-2013-BLG-0132L b,12722.0,0.29 Jupiters,2017,Gas Giant,,,False,
3931,OGLE-2013-BLG-0341L B b,3787.0,1.66 Earths,2014,Super Earth,,,True,
3932,OGLE-2013-BLG-0911L b,10504.0,9.51 Jupiters,2019,Gas Giant,,,True,
3933,OGLE-2013-BLG-1721L b,20551.0,0.64 Jupiters,2017,Gas Giant,,,False,
3934,OGLE-2013-BLG-1761L b,22508.0,2.7 Jupiters,2018,Gas Giant,,,True,
3935,OGLE-2014-BLG-0124L b,13374.0,0.51 Jupiters,2015,Gas Giant,,,False,
3936,OGLE-2014-BLG-0676L b,7242.0,3.09 Jupiters,2016,Gas Giant,,,False,
3937,OGLE-2014-BLG-1722L b,20877.0,0.17399 Jupiters,2018,Gas Giant,,,True,
3938,OGLE-2014-BLG-1722L c,20877.0,0.26335 Jupiters,2018,Gas Giant,,,False,
3939,OGLE-2014-BLG-1760L b,22377.0,0.56 Jupiters,2016,Gas Giant,,,True,
3940,OGLE-2015-BLG-0051L b,26748.0,0.72 Jupiters,2016,Gas Giant,,,True,
3941,OGLE-2015-BLG-0954L b,1957.0,3.4 Jupiters,2016,Gas Giant,,,True,
3942,OGLE-2015-BLG-0966L b,8155.0,21 Earths,2016,Neptune-like,,,False,
3943,OGLE-2015-BLG-1649L b,13798.0,2.54 Jupiters,2019,Gas Giant,,,False,
3944,OGLE-2015-BLG-1670L b,21855.0,17.9 Earths,2019,Neptune-like,,,False,
3945,OGLE-2015-BLG-1771L b,23062.0,0.433 Jupiters,2020,Gas Giant,,,True,
3946,OGLE-2016-BLG-0263L b,21203.0,4.1 Jupiters,2017,Gas Giant,,,False,
3947,OGLE-2016-BLG-0613L AB b,11123.0,4.18 Jupiters,2017,Gas Giant,,,False,
3948,OGLE-2016-BLG-1067L b,12167.0,0.43 Jupiters,2019,Gas Giant,,,True,
3949,OGLE-2016-BLG-1190L b,22084.0,13.38 Jupiters,2017,Gas Giant,,,False,
3950,OGLE-2016-BLG-1195L b,12754.0,1.43 Earths,2017,Super Earth,,,True,
3951,OGLE-2016-BLG-1227L b,,0.79 Jupiters,2020,Gas Giant,,,False,
3952,OGLE-2017-BLG-0173L b,15348.0,3.269 Earths,2018,Super Earth,,,False,
3953,OGLE-2017-BLG-0373L b,19295.0,0.401 Jupiters,2018,Gas Giant,,,False,
3954,OGLE-2017-BLG-0406L b,16962.0,0.41 Jupiters,2020,Gas Giant,,,False,
3955,OGLE-2017-BLG-0482L b,18920.0,9 Earths,2018,Neptune-like,,,True,
3956,OGLE-2017-BLG-1140L b,,1.59 Jupiters,2018,Gas Giant,,,True,
3957,OGLE-2017-BLG-1434L b,2805.0,4.44962 Earths,2018,Super Earth,,,True,
3958,OGLE-2017-BLG-1522L b,,0.75 Jupiters,2018,Gas Giant,,,True,
3959,OGLE-2018-BLG-0596L b,18430.0,13.93 Earths,2019,Neptune-like,,,True,
3960,OGLE-2018-BLG-0677L b,24726.0,3.96 Earths,2020,Super Earth,,,True,
3961,OGLE-2018-BLG-0740L b,10438.0,4.8 Jupiters,2019,Gas Giant,,,False,
3962,OGLE-2018-BLG-1011L b,23160.0,1.8 Jupiters,2019,Gas Giant,,,True,
3963,OGLE-2018-BLG-1011L c,23160.0,2.8 Jupiters,2019,Gas Giant,,,True,
3964,OGLE-2018-BLG-1700L b,24791.0,4.4 Jupiters,2020,Gas Giant,,,False,
3965,OGLE2-TR-L9 b,5560.0,4.5 Jupiters,2008,Gas Giant,1.25,1.17,False,915.3216
3966,OGLE-TR-10 b,4522.0,0.62 Jupiters,2004,Gas Giant,1.019,0.83,False,189.7686835310648
3967,OGLE-TR-111 b,3578.0,0.55 Jupiters,2004,Gas Giant,1.093,0.77,False,146.31996511109125
3968,OGLE-TR-113 b,1957.0,1.26 Jupiters,2004,Gas Giant,1.2,1.32,False,278.0925
3969,OGLE-TR-132 b,8155.0,1.18 Jupiters,2004,Gas Giant,1.13,1.14,False,293.7016211136346
3970,OGLE-TR-182 b,8708.0,1.01 Jupiters,2007,Gas Giant,1.36,1.64,False,173.5500648788927
3971,OGLE-TR-211 b,5136.0,1.03 Jupiters,2007,Gas Giant,1.363,,False,176.20845218108389
3972,OGLE-TR-56 b,923.0,1.39 Jupiters,2002,Gas Giant,1.61,1.53,False,170.42930442498357
3973,Omega Serpentis b,251.0,1.7 Jupiters,2013,Gas Giant,,12.3,True,
3974,Omicron Coronae Borealis b,277.0,1.5 Jupiters,2012,Gas Giant,,10.5,True,
3975,Omicron Ursae Majoris b,197.0,4.1 Jupiters,2012,Gas Giant,,14.1,False,
3976,Ophiuchi 11 b,408.0,14 Jupiters,2006,Gas Giant,,,False,
3977,PDS 70 b,370.0,3 Jupiters,2018,Gas Giant,2.72,,False,128.8738105536332
3978,PDS 70 c,370.0,2 Jupiters,2019,Gas Giant,2.04,,False,152.73933102652825
3979,PH1 b,3262.0,0.531 Jupiters,2012,Neptune-like,0.551,1.73,True,555.8691176906531
3980,PH2 b,1133.0,80 Jupiters,2013,Gas Giant,0.903,1.0,True,31181.407122070024
3981,Pi Mensae c,60.0,4.82 Earths,2018,Neptune-like,0.182,1.1,False,145.51382683250816
3982,POTS-1 b,3914.0,2.31 Jupiters,2013,Gas Giant,0.941,0.59,False,829.1134422985928
3983,Pr0201 b,592.0,0.54 Jupiters,2012,Gas Giant,,1.15,False,
3984,Pr0211 b,599.0,1.88 Jupiters,2012,Gas Giant,,0.83,False,
3985,Pr0211 c,599.0,7.79 Jupiters,2016,Gas Giant,,0.83,False,
3986,Proxima Centauri b,4.0,1.27 Earths,2016,Super Earth,,0.14,False,
3987,Psi 1 Draconis B b,72.0,1.53 Jupiters,2015,Gas Giant,,,False,
3988,PSR B0329+54 b,1647.0,1.97 Earths,2017,Super Earth,,,False,
3989,PSR B1257+12 b,1957.0,0.02 Earths,1994,Terrestrial,,,False,
3990,PSR B1257+12 c,1957.0,4.3 Earths,1992,Super Earth,,,False,
3991,PSR B1257+12 d,1957.0,3.9 Earths,1992,Super Earth,,,True,
3992,PSR B1620-26 b,,2.5 Jupiters,2003,Gas Giant,,,False,
3993,PSR J1719-1438 b,3914.0,1.2 Jupiters,2011,Gas Giant,,0.04,False,
3994,PSR J2322-2650 b,750.0,0.7949 Jupiters,2017,Gas Giant,,,False,
3995,Qatar-10 b,1758.0,0.736 Jupiters,2019,Gas Giant,1.143,0.8,False,179.0468055010184
3996,Qatar-1 b,609.0,1.294 Jupiters,2010,Gas Giant,1.543,1.25,False,172.73631381074566
3997,Qatar-2 b,595.0,2.494 Jupiters,2011,Gas Giant,1.254,0.78,False,504.0604229146159
3998,Qatar-3 b,2450.0,4.31 Jupiters,2017,Gas Giant,1.096,1.27,False,1140.347947413287
3999,Qatar-4 b,1084.0,6.1 Jupiters,2017,Gas Giant,1.135,0.85,False,1504.9405189310871
4000,Qatar-5 b,1211.0,4.32 Jupiters,2017,Gas Giant,1.107,1.08,False,1120.3913014739903
4001,Qatar-6 b,330.0,0.668 Jupiters,2017,Gas Giant,1.062,0.72,False,188.23858618745143
4002,Qatar-7 b,2365.0,1.88 Jupiters,2019,Gas Giant,1.7,1.56,False,206.74795847750863
4003,Qatar-8 b,903.0,0.371 Jupiters,2019,Gas Giant,1.285,1.31,False,71.40833017910946
4004,Qatar-9 b,690.0,1.19 Jupiters,2019,Gas Giant,1.009,0.7,False,371.4889090357251
4005,Rho Coronae Borealis b,57.0,1.0449 Jupiters,1997,Gas Giant,,1.36,False,
4006,Rho Coronae Borealis c,57.0,25 Earths,2016,Neptune-like,,1.36,True,
4007,Ross 128 b,11.0,1.4 Earths,2017,Super Earth,,0.2,False,
4008,Ross 458 c,38.0,6 Jupiters,2010,Gas Giant,1.25,0.63,False,1220.4288
4009,ROXs 12 b,448.0,16 Jupiters,2013,Gas Giant,,,False,
4010,ROXs 42 B b,440.0,9 Jupiters,2013,Gas Giant,,,False,
4011,RR Caeli b,69.0,4.2 Jupiters,2012,Gas Giant,,,False,
4012,SR 12 AB c,366.0,13 Jupiters,2010,Gas Giant,,,False,
4013,SWEEPS-11 b,27727.0,9.7 Jupiters,2006,Gas Giant,1.13,1.45,False,2414.3268854256407
4014,SWEEPS-4 b,27727.0,3.8 Jupiters,2006,Gas Giant,0.81,1.18,False,1840.7498856881568
4015,TAP 26 b,480.0,1.66 Jupiters,2017,Gas Giant,,1.17,False,
4016,Tau Bootis b,51.0,5.95 Jupiters,1996,Gas Giant,,1.46,False,
4017,Tau Ceti e,12.0,3.93 Earths,2017,Super Earth,,,True,
4018,Tau Ceti f,12.0,3.93 Earths,2017,Super Earth,,,True,
4019,Tau Ceti g,12.0,1.75 Earths,2017,Super Earth,,,False,
4020,Tau Ceti h,12.0,1.83 Earths,2017,Super Earth,,,False,
4021,Tau Geminorum b,367.0,20.6 Jupiters,2013,Gas Giant,,26.8,True,
4022,TCP J05074264+2447555 b,1240.0,9.2 Earths,2018,Neptune-like,,,True,
4023,Teegarden's Star b,12.0,1.05 Earths,2019,Super Earth,,0.11,False,
4024,Teegarden's Star c,12.0,1.11 Earths,2019,Super Earth,,0.11,False,
4025,TOI-1130 b,190.0,12.9 Earths,2020,Neptune-like,0.326,0.69,False,121.38206180134743
4026,TOI-1130 c,190.0,0.974 Jupiters,2020,Gas Giant,1.5,0.69,False,137.58074666666664
4027,TOI-1235 b,129.0,6.91 Earths,2020,Super Earth,0.155,0.63,False,287.61706555671174
4028,TOI-125 b,363.0,9.5 Earths,2019,Neptune-like,0.243,0.85,False,160.88333418008773
4029,TOI-125 c,363.0,6.63 Earths,2019,Neptune-like,0.246,0.85,False,109.55780289510211
4030,TOI-125 d,363.0,13.6 Earths,2020,Neptune-like,0.261,0.85,False,199.64474978347351
4031,TOI-132 b,537.0,22.4 Earths,2020,Neptune-like,0.305,0.9,False,240.79548508465464
4032,TOI-1338 b,1317.0,33 Earths,2020,Neptune-like,0.611,1.33,True,88.3957773605021
4033,TOI-150.01,1096.0,2.51 Jupiters,2019,Gas Giant,1.255,1.53,False,506.4860557768925
4034,TOI-157 b,1181.0,1.18 Jupiters,2020,Gas Giant,1.286,1.17,False,226.767751282504
4035,TOI-163 b,1359.0,1.22 Jupiters,2019,Gas Giant,1.489,1.65,False,174.88463642715033
4036,TOI-169 b,1346.0,0.791 Jupiters,2020,Gas Giant,1.086,1.29,False,213.15624268693463
4037,TOI-1728 b,198.0,26.78 Earths,2020,Neptune-like,0.965,1.78,False,28.7578190018524
4038,TOI-172 b,1098.0,5.42 Jupiters,2019,Gas Giant,0.451,0.62,False,8468.908215790483
4039,TOI-1899 b,419.0,0.66 Jupiters,2020,Gas Giant,1.37,0.61,False,111.75939048430922
4040,TOI-216.01,583.0,0.62927 Jupiters,2019,Gas Giant,1.007,0.84,False,197.22379431368705
4041,TOI-216.02,583.0,30 Earths,2019,Neptune-like,0.686,0.84,False,63.74894814235565
4042,TOI-270 b,73.0,2.09 Earths,2019,Super Earth,0.111,0.38,False,169.62908854800745
4043,TOI-270 c,73.0,6.44 Earths,2019,Neptune-like,0.216,0.38,False,138.03155006858714
4044,TOI-270 d,73.0,5.18 Earths,2019,Neptune-like,0.19,0.38,False,143.49030470914127
4045,TOI-677 b,464.0,1.236 Jupiters,2020,Gas Giant,1.17,1.28,False,286.964365548981
4046,TOI-700 b,101.0,1.11 Earths,2020,Super Earth,0.093,0.42,False,128.33853624696496
4047,TOI-700 c,101.0,7.51 Earths,2020,Neptune-like,0.236,0.42,False,134.83912668773343
4048,TOI-700 d,101.0,1.57 Earths,2020,Super Earth,0.102,0.42,False,150.90349865436374
4049,TOI-763 b,311.0,9.79 Earths,2020,Super Earth,0.203,0.9,False,237.56946298138752
4050,TOI-763 c,311.0,9.32 Earths,2020,Neptune-like,0.235,0.9,False,168.7641466727026
4051,TOI-813 b,865.0,36.4 Earths,2020,Neptune-like,0.599,1.94,True,101.44899261707744
4052,TOI-824 b,208.0,18.467 Earths,2020,Super Earth,0.261,0.69,False,271.09114663613275
4053,TOI-849 b,734.0,39.09 Earths,2020,Gas Giant,0.307,0.92,False,414.7524111661663
4054,TRAPPIST-1 b,41.0,0.85 Earths,2016,Super Earth,0.097,0.12,False,90.33903709214582
4055,TRAPPIST-1 c,41.0,1.38 Earths,2016,Super Earth,0.094,0.12,False,156.17926663648709
4056,TRAPPIST-1 d,41.0,0.41 Earths,2016,Terrestrial,0.069,0.12,False,86.11636210880066
4057,TRAPPIST-1 e,41.0,0.62 Earths,2017,Terrestrial,0.082,0.12,False,92.2070196311719
4058,TRAPPIST-1 f,41.0,0.68 Earths,2017,Super Earth,0.093,0.12,False,78.62180598913169
4059,TRAPPIST-1 g,41.0,1.34 Earths,2017,Super Earth,0.101,0.12,False,131.3596706205274
4060,TRAPPIST-1 h,41.0,0.331 Earths,2017,Terrestrial,0.067,0.12,False,73.73579861884606
4061,TrES-1 b,523.0,0.84 Jupiters,2004,Gas Giant,1.13,0.85,False,209.0757302842823
4062,TrES-2 b,707.0,1.49 Jupiters,2006,Gas Giant,1.36,1.12,False,256.029303633218
4063,TrES-3 b,744.0,1.91 Jupiters,2007,Gas Giant,1.336,0.83,False,340.0961176449496
4064,TrES-4 b,1708.0,0.78 Jupiters,2007,Gas Giant,1.61,1.66,False,95.6365880945951
4065,TrES-5 b,1188.0,1.79 Jupiters,2011,Gas Giant,1.194,0.87,False,399.0484247030799
4066,TYC 1422-614-1 b,2476.0,2.5 Jupiters,2014,Gas Giant,,6.85,True,
4067,TYC 1422-614-1 c,2476.0,10 Jupiters,2014,Gas Giant,,6.85,True,
4068,TYC 3318-01333-1 b,1623.0,3.42 Jupiters,2018,Gas Giant,,5.9,True,
4069,TYC 3667-1280-1 b,1569.0,5.4 Jupiters,2016,Gas Giant,,6.26,False,
4070,TYC 4282-00605-1 b,2283.0,10.78 Jupiters,2017,Gas Giant,,16.21,True,
4071,TYC 8998-760-1 b,309.0,14 Jupiters,2020,Gas Giant,,,False,
4072,TYC 8998-760-1 c,309.0,6 Jupiters,2020,Gas Giant,1.1,,False,1575.9669421487602
4073,UKIRT-2017-BLG-001L b,20551.0,1.28 Jupiters,2018,Gas Giant,,,False,
4074,Upsilon Andromedae b,44.0,0.6876 Jupiters,1996,Gas Giant,,1.56,False,
4075,Upsilon Andromedae c,44.0,1.981 Jupiters,1999,Gas Giant,,1.56,True,
4076,Upsilon Andromedae d,44.0,4.132 Jupiters,1999,Gas Giant,,1.56,False,
4077,USco1556 b,460.0,15 Jupiters,2019,Gas Giant,,,False,
4078,USco1621 b,450.0,16 Jupiters,2019,Gas Giant,,,False,
4079,USco CTIO 108 b,471.0,14 Jupiters,2008,Gas Giant,,,False,
4080,UZ Fornacis b,782.0,6.3 Jupiters,2011,Gas Giant,,,False,
4081,UZ Fornacis c,782.0,7.7 Jupiters,2011,Gas Giant,,,False,
4082,V0391 Pegasi b,4567.0,3.2 Jupiters,2007,Gas Giant,,0.23,True,
4083,V1298 Tauri b,354.0,0.236 Jupiters,2019,Gas Giant,0.916,1.34,False,89.3927461337503
4084,V1298 Tauri c,354.0,26.7 Earths,2019,Neptune-like,0.499,1.34,False,107.22848502616456
4085,V1298 Tauri d,354.0,33.6 Earths,2019,Neptune-like,0.572,1.34,False,102.69450828891392
4086,V1298 Tauri e,354.0,0.179 Jupiters,2019,Gas Giant,0.78,1.34,False,93.50719921104536
4087,V830 Tauri b,489.0,0.7 Jupiters,2016,Gas Giant,,2.0,False,
4088,VHS J125601.92-125723.9 b,41.0,11.2 Jupiters,2015,Gas Giant,,,False,
4089,WASP-100 b,1201.0,1.26 Jupiters,2014,Gas Giant,1.483,1.47,False,182.08302774214755
4090,WASP-101 b,660.0,0.51 Jupiters,2014,Gas Giant,1.08,0.7,False,138.9645061728395
4091,WASP-103 b,1533.0,1.49 Jupiters,2014,Gas Giant,1.33,1.57,False,267.7097631296286
4092,WASP-104 b,466.0,1.272 Jupiters,2014,Gas Giant,1.43,1.31,False,197.6952613819747
4093,WASP-105 b,824.0,1.8 Jupiters,2017,Gas Giant,1.528,1.44,False,245.0230942134262
4094,WASP-106 b,1160.0,1.62 Jupiters,2014,Gas Giant,1.137,0.96,False,398.26790401069337
4095,WASP-107 b,212.0,38.1396 Earths,2017,Gas Giant,0.96,0.9,False,41.384114583333336
4096,WASP-10 b,462.0,3.15 Jupiters,2008,Gas Giant,1.02,1.31,False,962.257785467128
4097,WASP-113 b,1174.0,0.475 Jupiters,2016,Gas Giant,0.94,0.66,False,170.85162969669534
4098,WASP-114 b,1501.0,1.769 Jupiters,2016,Gas Giant,1.11,0.89,False,456.3132700267834
4099,WASP-117 b,518.0,0.3 Jupiters,2014,Gas Giant,1.409,1.61,False,48.02645066365919
4100,WASP-118 b,1241.0,0.514 Jupiters,2016,Gas Giant,1.339,1.43,False,91.11359619302802
4101,WASP-119 b,1086.0,1.23 Jupiters,2016,Gas Giant,1.06,1.22,False,347.9161623353506
4102,WASP-11 b,408.0,0.79 Jupiters,2008,Gas Giant,1.44,1.7,False,121.08304398148148
4103,WASP-120 b,1425.0,4.85 Jupiters,2016,Gas Giant,1.4,1.2,False,786.4423469387756
4104,WASP-121 b,881.0,1.183 Jupiters,2016,Gas Giant,1.937,1.66,False,100.20899959461283
4105,WASP-123 b,698.0,0.899 Jupiters,2016,Gas Giant,1.473,1.87,False,131.68473113462557
4106,WASP-124 b,1412.0,0.6 Jupiters,2016,Gas Giant,1.865,1.46,False,54.824515377814826
4107,WASP-126 b,763.0,0.28411 Jupiters,2016,Gas Giant,1.318,1.28,False,51.98007753044686
4108,WASP-126 c,763.0,0.20199 Jupiters,2019,Gas Giant,1.24,1.02,False,41.75108077523412
4109,WASP-127 b,333.0,0.18 Jupiters,2016,Gas Giant,,1.27,False,
4110,WASP-129 b,802.0,1 Jupiter,2016,Gas Giant,,1.27,False,
4111,WASP-12 b,1411.0,1.465 Jupiters,2008,Gas Giant,1.37,1.39,False,248.07198039320156
4112,WASP-130 b,587.0,1.23 Jupiters,2016,Gas Giant,0.93,0.9,False,451.9812695109261
4113,WASP-131 b,816.0,0.27 Jupiters,2016,Gas Giant,1.22,1.37,False,57.65345337274927
4114,WASP-132 b,391.0,0.41 Jupiters,2016,Gas Giant,0.89,0.96,False,164.50725918444638
4115,WASP-133 b,1784.0,1.16 Jupiters,2016,Gas Giant,1.22,1.53,False,247.69631819403384
4116,WASP-135 b,979.0,1.9 Jupiters,2015,Gas Giant,0.87,0.74,False,797.804201347602
4117,WASP-136 b,535.0,1.51 Jupiters,2016,Gas Giant,1.21,1.44,False,327.7837579400314
4118,WASP-138 b,1005.0,1.22 Jupiters,2016,Gas Giant,1.3,0.96,False,229.4321893491124
4119,WASP-139 b,750.0,37.18611 Earths,2016,Neptune-like,1.38,2.21,False,19.526417769376184
4120,WASP-13 b,747.0,0.36 Jupiters,2009,Gas Giant,1.09,1.36,False,96.3009847655921
4121,WASP-140 b,587.0,2.44 Jupiters,2016,Gas Giant,0.8,0.8,False,1211.6887499999996
4122,WASP-141 b,1859.0,2.69 Jupiters,2016,Gas Giant,1.38,1.4,False,448.9265910523
4123,WASP-142 b,2740.0,0.84 Jupiters,2016,Gas Giant,1.44,0.87,False,128.74652777777777
4124,WASP-144 b,1170.0,0.44 Jupiters,2018,Gas Giant,1.21,1.37,False,95.51314800901578
4125,WASP-145 A b,299.0,0.89 Jupiters,2018,Gas Giant,1.53,1.64,False,120.83378187876458
4126,WASP-147 b,1390.0,0.275 Jupiters,2018,Gas Giant,0.85,0.81,False,120.9695501730104
4127,WASP-148 b,809.0,0.291 Jupiters,2020,Gas Giant,0.9,0.68,False,114.17977777777776
4128,WASP-148 c,809.0,0.4 Jupiters,2020,Gas Giant,1.115,1.43,False,102.25663093969314
4129,WASP-14 b,531.0,8.84 Jupiters,2008,Gas Giant,0.722,1.03,False,5389.631755434658
4130,WASP-150 b,1749.0,8.46 Jupiters,2020,Gas Giant,,1.03,False,
4131,WASP-151 b,1497.0,0.31 Jupiters,2017,Gas Giant,1.41,1.48,False,49.55696393541572
4132,WASP-153 b,1403.0,0.39 Jupiters,2017,Gas Giant,1.07,1.65,False,108.26255568171892
4133,WASP-156 b,457.0,0.128 Jupiters,2017,Gas Giant,1.13,1.14,False,31.859158900462063
4134,WASP-157 b,1102.0,0.574 Jupiters,2016,Gas Giant,1.55,1.73,False,75.93285327783558
4135,WASP-158 b,1738.0,2.79 Jupiters,2018,Gas Giant,0.51,0.76,False,3409.1418685121107
4136,WASP-159 b,2383.0,0.55 Jupiters,2018,Gas Giant,0.998,1.1,False,175.50230721964974
4137,WASP-15 b,928.0,0.54 Jupiters,2009,Gas Giant,1.07,1.39,False,149.90200017468774
4138,WASP-160 B b,926.0,0.278 Jupiters,2018,Gas Giant,1.38,2.11,False,46.394643982356655
4139,WASP-161 b,1130.0,2.49 Jupiters,2018,Gas Giant,1.22,1.14,False,531.692958882021
4140,WASP-162 b,1023.0,5.2 Jupiters,2018,Gas Giant,1.09,0.87,False,1391.014224391886
4141,WASP-163 b,859.0,1.87 Jupiters,2018,Gas Giant,1.143,1.71,False,454.9151172376419
4142,WASP-164 b,1050.0,2.13 Jupiters,2018,Gas Giant,1.0,1.11,False,676.9566
4143,WASP-165 b,1902.0,0.658 Jupiters,2018,Gas Giant,1.202,1.01,False,144.74320392246975
4144,WASP-166 b,369.0,32.10083 Earths,2019,Neptune-like,1.128,0.93,False,25.228885305065145
4145,WASP-167 b,1243.0,8 Jupiters,2017,Gas Giant,1.26,1.75,False,1601.5117157974298
4146,WASP-168 b,1000.0,0.42 Jupiters,2018,Gas Giant,0.63,1.22,False,336.3174603174603
4147,WASP-169 b,2082.0,0.561 Jupiters,2019,Gas Giant,1.58,1.79,False,71.42165518346418
4148,WASP-16 b,637.0,1.24 Jupiters,2009,Gas Giant,1.5,1.12,False,175.15413333333333
4149,WASP-170 b,1006.0,1.6 Jupiters,2018,Gas Giant,1.304,2.01,False,299.0515262147616
4150,WASP-171 b,2526.0,1.084 Jupiters,2019,Gas Giant,1.87,1.49,False,98.52065543767335
4151,WASP-172 b,1781.0,0.47 Jupiters,2018,Gas Giant,1.096,0.94,False,124.35348846502208
4152,WASP-173 A b,765.0,3.69 Jupiters,2018,Gas Giant,0.98,1.64,False,1221.1118284048314
4153,WASP-174 b,1353.0,1.3 Jupiters,2018,Gas Giant,1.57,1.91,False,167.61978173556736
4154,WASP-175 b,2082.0,0.99 Jupiters,2019,Gas Giant,1.2,1.11,False,218.50125
4155,WASP-176 b,1884.0,0.855 Jupiters,2020,Gas Giant,1.3,1.31,False,160.7905917159763
4156,WASP-177 b,581.0,0.508 Jupiters,2019,Gas Giant,1.208,1.2,False,110.63971974913382
4157,WASP-178 b,1364.0,1.66 Jupiters,2019,Gas Giant,1.505,1.93,False,232.92511120186316
4158,WASP-17 b,1339.0,0.78 Jupiters,2009,Gas Giant,1.58,0.89,False,99.30283608396088
4159,WASP-180 A b,834.0,0.9 Jupiters,2019,Gas Giant,1.81,1.67,False,87.31052165684808
4160,WASP-181 b,1445.0,0.299 Jupiters,2019,Gas Giant,,1.23,False,
4161,WASP-182 b,1079.0,0.148 Jupiters,2019,Gas Giant,,1.23,False,
