,name,distance,mass,discovery_date,planet_type,planet_radius_in_unit,mass_of_hoststar.1,goldilock,gravity
3612,Kepler-859 b,2985.0,9.75 Earths,2016,Neptune-like,1.492,1.27,False,4.379927980507299
3613,Kepler-85 b,2551.0,4.54 Earths,2012,Super Earth,0.745,1.03,False,8.179811720192784
3614,Kepler-85 c,2551.0,20.9 Earths,2012,Super Earth,0.83,0.93,False,30.338220351284654
3615,Kepler-85 d,2551.0,1.87 Earths,2014,Super Earth,0.607,0.99,False,5.075329285735611
3616,Kepler-85 e,2551.0,0.6 Earths,2014,Super Earth,0.434,0.91,False,3.1854573254900296
3617,Kepler-860 b,4224.0,10.6 Earths,2016,Neptune-like,0.276,0.77,False,139.15143877336692
3618,Kepler-861 b,2629.0,5.82 Earths,2016,Neptune-like,0.289,1.06,False,69.68307371798711
3619,Kepler-862 b,2629.0,5.52 Earths,2016,Neptune-like,0.203,0.78,False,133.95132131330533
3620,Kepler-863 b,3735.0,8.75 Earths,2016,Neptune-like,0.197,0.84,False,225.46316576051944
3621,Kepler-864 b,5131.0,6.35 Earths,2016,Neptune-like,0.259,0.95,False,94.66167767326068
3622,Kepler-865 b,2166.0,6.76 Earths,2016,Neptune-like,0.214,1.0,False,147.61114507817277
3623,Kepler-866 b,2251.0,3.29 Earths,2016,Super Earth,0.222,0.92,False,66.75594513432351
3624,Kepler-867 b,2688.0,19.4 Earths,2016,Neptune-like,0.145,0.71,False,922.7110582639716
3625,Kepler-868 b,4139.0,4.86 Earths,2016,Super Earth,0.414,0.91,False,28.35538752362949
3626,Kepler-869 b,3122.0,12.7 Earths,2016,Neptune-like,0.183,0.89,False,379.22900056735045
3627,Kepler-870 b,4016.0,8.15 Earths,2016,Neptune-like,0.322,0.95,False,78.60422051618379
3628,Kepler-871 b,5529.0,13.5 Earths,2016,Neptune-like,1.204,1.82,False,9.312811116875093
3629,Kepler-872 b,3634.0,4.62 Earths,2016,Super Earth,0.548,1.82,False,15.38441046406308
3630,Kepler-873 b,4557.0,13.5 Earths,2016,Neptune-like,0.248,1.02,False,219.49791883454736
3631,Kepler-874 b,3497.0,14.7 Earths,2016,Neptune-like,0.334,1.14,False,131.77238337695863
3632,Kepler-875 b,4058.0,8.75 Earths,2016,Neptune-like,0.178,1.08,False,276.164625678576
3633,Kepler-876 b,2398.0,2.63 Earths,2016,Super Earth,0.335,1.27,False,23.435063488527508
3634,Kepler-877 b,1866.0,5.14 Earths,2016,Neptune-like,0.352,1.13,False,41.48372933884298
3635,Kepler-878 b,1850.0,4.38 Earths,2016,Super Earth,0.259,1.11,False,65.29419656832783
3636,Kepler-879 b,2518.0,7.13 Earths,2016,Neptune-like,0.128,0.77,False,435.1806640625
3637,Kepler-87 b,4168.0,1.02 Jupiters,2013,Gas Giant,0.189,0.81,True,9075.233056185436
3638,Kepler-87 c,4168.0,6.4 Earths,2013,Neptune-like,0.172,0.77,True,216.33315305570585
3639,Kepler-880 b,2195.0,7.56 Earths,2016,Neptune-like,0.229,1.02,False,144.16201064052933
3640,Kepler-881 b,4449.0,3.82 Earths,2016,Super Earth,,0.9,False,
3641,Kepler-882 b,1713.0,2.04 Earths,2016,Super Earth,0.237,1.74,False,36.31896597767452
3642,Kepler-883 b,1791.0,3.82 Earths,2016,Super Earth,0.159,1.09,False,151.10161781575096
3643,Kepler-884 b,1370.0,2.04 Earths,2016,Super Earth,0.11,0.87,False,168.59504132231405
3644,Kepler-885 b,2062.0,6.8 Earths,2016,Neptune-like,0.159,1.09,False,268.97670187097026
3645,Kepler-886 b,2796.0,2.92 Earths,2016,Super Earth,0.11,0.94,False,241.3223140495868
3646,Kepler-887 b,2711.0,4.04 Earths,2016,Super Earth,0.223,1.35,False,81.2403225482113
3647,Kepler-887 c,2711.0,1.51 Earths,2016,Super Earth,0.136,1.16,False,81.63927335640138
3648,Kepler-888 b,1347.0,3.75 Earths,2016,Super Earth,0.164,1.29,False,139.42593694229623
3649,Kepler-889 b,1673.0,1.32 Earths,2016,Super Earth,0.101,1.29,False,129.39907852171353
3650,Kepler-88 d,1106.0,3.05046 Jupiters,2020,Gas Giant,0.157,0.9,False,39332.11072254453
3651,Kepler-890 b,4524.0,0.184 Jupiters,2016,Gas Giant,0.097,1.25,False,6215.20671697311
3652,Kepler-891 b,4475.0,33.6 Earths,2016,Neptune-like,0.793,1.13,False,53.430950832393776
3653,Kepler-892 b,2088.0,8.3 Earths,2016,Neptune-like,0.572,1.07,False,25.36798865470195
3654,Kepler-893 b,3967.0,9.43 Earths,2016,Neptune-like,0.251,0.72,False,149.6801638069237
3655,Kepler-894 b,3556.0,8.15 Earths,2016,Neptune-like,0.27,0.99,False,111.79698216735254
3656,Kepler-895 b,1683.0,2.99 Earths,2016,Super Earth,0.248,0.85,False,48.61472424557753
3657,Kepler-896 b,2923.0,6.94 Earths,2016,Neptune-like,0.137,0.61,False,369.7586445734988
3658,Kepler-897 b,3742.0,6.3 Earths,2016,Neptune-like,0.226,0.81,False,123.34560263137284
3659,Kepler-898 b,1562.0,2.83 Earths,2016,Super Earth,0.213,1.04,False,62.37739425598978
3660,Kepler-899 b,3386.0,7.65 Earths,2016,Neptune-like,0.133,0.62,False,432.47215783820445
3661,Kepler-8 b,3435.0,0.59 Jupiters,2010,Gas Giant,0.239,0.91,False,3282.747150785175
3662,Kepler-900 b,1647.0,4.98 Earths,2016,Super Earth,0.74,0.96,False,9.094229364499636
3663,Kepler-901 b,786.0,2.45 Earths,2016,Super Earth,0.721,0.96,False,4.712979545668772
3664,Kepler-902 b,2949.0,6.99 Earths,2016,Neptune-like,0.146,0.96,False,327.9226871833365
3665,Kepler-903 b,2704.0,4.7 Earths,2016,Super Earth,0.118,1.2,False,337.54668198793456
3666,Kepler-903 c,2704.0,6.94 Earths,2016,Neptune-like,0.186,0.73,False,200.601225575211
3667,Kepler-904 b,3755.0,3.78 Earths,2016,Super Earth,0.122,0.57,False,253.9639881752217
3668,Kepler-905 b,1700.0,2.57 Earths,2016,Super Earth,0.227,0.93,False,49.87482776688854
3669,Kepler-906 b,2473.0,5.1 Earths,2016,Neptune-like,0.179,0.97,False,159.1710620767142
3670,Kepler-907 b,1148.0,1.87 Earths,2016,Super Earth,0.226,0.97,False,36.61210744772496
3671,Kepler-908 b,816.0,1.98 Earths,2016,Super Earth,0.158,1.25,False,79.31421246595097
3672,Kepler-909 b,1037.0,2.76 Earths,2016,Super Earth,0.126,0.86,False,173.84731670445953
3673,Kepler-90b,2544.0,2.27 Earths,2013,Super Earth,0.188,1.02,False,64.2258940697148
3674,Kepler-90c,2544.0,1.81 Earths,2013,Super Earth,0.107,1.38,False,158.0924098174513
3675,Kepler-90d,2544.0,8.6 Earths,2013,Neptune-like,0.109,1.12,False,723.8447942092416
3676,Kepler-90e,2544.0,7.56 Earths,2013,Neptune-like,0.131,1.23,True,440.5337684284132
3677,Kepler-90f,2544.0,8.65 Earths,2013,Neptune-like,1.367,6.3,True,4.628913639455255
3678,Kepler-90g,2544.0,0.8 Jupiters,2013,Gas Giant,0.073,1.5,True,47711.7658097204
3679,Kepler-90h,2544.0,1.2 Jupiters,2013,Gas Giant,0.232,1.99,True,7085.760998810938
3680,Kepler-90 i,2544.0,2.3 Earths,2017,Super Earth,0.25,1.11,False,36.8
3681,Kepler-910 b,1311.0,0.477 Earths,2016,Terrestrial,0.184,0.61,False,14.089083175803404
3682,Kepler-911 b,1850.0,7.27 Earths,2016,Neptune-like,0.123,1.15,False,480.5340736334192
3683,Kepler-912 b,4126.0,8.25 Earths,2016,Neptune-like,0.134,1.38,False,459.4564490977945
3684,Kepler-913 b,1947.0,4.9 Earths,2016,Super Earth,0.157,0.81,False,198.79102600511175
3685,Kepler-914 b,2212.0,2.48 Earths,2016,Super Earth,0.17,0.76,False,85.81314878892732
3686,Kepler-915 b,2629.0,2.86 Earths,2016,Super Earth,0.155,1.14,False,119.04266389177938
3687,Kepler-916 b,2508.0,3.75 Earths,2016,Super Earth,0.201,1.21,False,92.81948466622111
3688,Kepler-917 b,3350.0,4.31 Earths,2016,Super Earth,0.313,1.53,False,43.99350815053741
3689,Kepler-918 b,4061.0,3.68 Earths,2016,Super Earth,0.232,1.53,False,68.37098692033294
3690,Kepler-919 b,3976.0,5.69 Earths,2016,Neptune-like,0.184,1.53,False,168.06474480151232
3691,Kepler-91 b,4386.0,0.81 Jupiters,2013,Gas Giant,0.216,0.85,False,5517.708333333335
3692,Kepler-920 b,3021.0,6.44 Earths,2016,Neptune-like,0.339,0.85,False,56.03849601030273
3693,Kepler-920 c,3021.0,13.8 Earths,2016,Neptune-like,0.256,0.91,False,210.57128906250003
3694,Kepler-921 b,2763.0,8.6 Earths,2016,Neptune-like,0.127,0.93,False,533.2010664021327
3695,Kepler-922 b,1820.0,2.6 Earths,2016,Super Earth,0.123,1.26,False,171.85537709035628
3696,Kepler-923 b,3151.0,2.48 Earths,2016,Super Earth,0.274,1.23,False,33.03319303106185
3697,Kepler-924 b,3246.0,9.64 Earths,2016,Neptune-like,0.209,0.72,False,220.69091824820865
3698,Kepler-925 b,2032.0,6.08 Earths,2016,Neptune-like,0.206,1.01,False,143.27457818833068
3699,Kepler-926 b,2515.0,5.95 Earths,2016,Neptune-like,0.153,0.99,False,254.1757443718228
3700,Kepler-927 b,2867.0,3.61 Earths,2016,Super Earth,0.142,0.7,False,179.03193810751836
3701,Kepler-928 b,1735.0,3.15 Earths,2016,Super Earth,0.099,1.02,False,321.39577594123045
3702,Kepler-929 b,2675.0,1.41 Earths,2016,Super Earth,0.14,0.98,False,71.93877551020407
3703,Kepler-92 b,1581.0,0.202 Jupiters,2013,Gas Giant,,0.98,False,
3704,Kepler-92 c,1581.0,6.1 Earths,2013,Neptune-like,0.19,1.4,False,168.97506925207756
3705,Kepler-92 d,1581.0,4.93 Earths,2015,Super Earth,0.119,0.81,False,348.13925570228093
3706,Kepler-930 b,2952.0,5.18 Earths,2016,Neptune-like,0.122,0.84,False,348.0247245364149
3707,Kepler-931 b,1598.0,2.33 Earths,2016,Super Earth,0.219,0.84,False,48.58113884197578
3708,Kepler-932 b,1559.0,2.45 Earths,2016,Super Earth,0.186,0.77,False,70.81743554168112
3709,Kepler-933 b,3008.0,6.62 Earths,2016,Neptune-like,0.12,0.73,False,459.72222222222223
3710,Kepler-934 b,1967.0,5.02 Earths,2016,Super Earth,0.129,0.89,False,301.6645634276786
3711,Kepler-935 b,1572.0,2.39 Earths,2016,Super Earth,0.332,1.22,False,21.68311801422557
3712,Kepler-936 b,2241.0,2.7 Earths,2016,Super Earth,0.238,1.22,False,47.66612527363888
3713,Kepler-937 b,4834.0,13.4 Earths,2016,Neptune-like,0.198,0.89,False,341.80185695337207
3714,Kepler-937 c,4834.0,7.61 Earths,2016,Neptune-like,0.156,0.85,False,312.7054569362262
3715,Kepler-938 b,2809.0,5.56 Earths,2016,Neptune-like,0.313,0.76,False,56.75264624524084
3716,Kepler-939 b,3357.0,3.71 Earths,2016,Super Earth,,0.76,False,
3717,Kepler-93 b,314.0,3.1783 Earths,2014,Super Earth,0.298,0.96,False,35.79005450204946
3718,Kepler-93 c,314.0,3 Jupiters,2014,Gas Giant,0.275,0.86,False,12607.73553719008
3719,Kepler-940 b,4296.0,11.1 Earths,2016,Neptune-like,0.19,0.75,False,307.4792243767313
3720,Kepler-941 b,3605.0,9.69 Earths,2016,Neptune-like,0.529,0.91,False,34.62680593622807
3721,Kepler-942 b,711.0,5.18 Earths,2016,Neptune-like,0.235,0.83,False,93.79809868718876
3722,Kepler-943 b,4042.0,29.5 Earths,2016,Neptune-like,0.235,0.97,False,534.1783612494341
3723,Kepler-944 b,3376.0,7.41 Earths,2016,Neptune-like,0.172,0.93,False,250.4732287723094
3724,Kepler-945 b,5033.0,7.41 Earths,2016,Neptune-like,0.203,0.87,False,179.81508893688272
3725,Kepler-946 b,2995.0,4.38 Earths,2016,Super Earth,0.165,0.94,False,160.8815426997245
3726,Kepler-947 b,3875.0,5.82 Earths,2016,Neptune-like,0.26,0.86,False,86.09467455621301
3727,Kepler-948 b,2884.0,4.08 Earths,2016,Super Earth,0.305,1.41,False,43.85917764041925
3728,Kepler-949 b,1866.0,8.8 Earths,2016,Neptune-like,0.801,1.02,False,13.71568934587072
3729,Kepler-94 b,629.0,10.84 Earths,2014,Neptune-like,0.499,0.73,False,43.53396171099715
3730,Kepler-94 c,629.0,9.836 Jupiters,2014,Gas Giant,0.682,0.99,False,6720.955100145336
3731,Kepler-950 b,4857.0,0.188 Jupiters,2016,Gas Giant,0.376,0.99,False,422.6329787234043
3732,Kepler-951 b,1331.0,26.7 Earths,2016,Neptune-like,0.106,0.99,False,2376.2904948380205
3733,Kepler-952 b,3807.0,0.143 Jupiters,2016,Gas Giant,0.207,0.76,False,1060.6609255758594
3734,Kepler-953 b,783.0,16.5 Earths,2016,Neptune-like,0.279,0.84,False,211.97055536285495
3735,Kepler-953 c,783.0,1.81 Earths,2016,Super Earth,0.268,1.15,False,25.200490086879032
3736,Kepler-954 b,731.0,5.99 Earths,2016,Neptune-like,0.491,0.75,False,24.8464209124734
3737,Kepler-955 b,2078.0,9.96 Earths,2016,Neptune-like,0.184,0.86,False,294.187145557656
3738,Kepler-956 b,2058.0,9.27 Earths,2016,Neptune-like,0.391,2.01,False,60.63539615779592
3739,Kepler-957 b,2443.0,25.9 Earths,2016,Neptune-like,0.238,1.02,False,457.2417202174988
3740,Kepler-958 b,1523.0,4.9 Earths,2016,Super Earth,0.204,0.72,False,117.74317570165324
3741,Kepler-959 b,3272.0,17.6 Earths,2016,Neptune-like,0.227,0.9,False,341.55524073822505
3742,Kepler-95 b,1472.0,13 Earths,2014,Neptune-like,0.176,0.86,False,419.6797520661157
3743,Kepler-960 b,972.0,5.86 Earths,2016,Neptune-like,0.237,0.87,False,104.32801011233956
3744,Kepler-961 b,1980.0,7.04 Earths,2016,Neptune-like,0.189,0.84,False,197.0829484056997
3745,Kepler-962 b,1432.0,4.54 Earths,2016,Super Earth,0.302,1.15,False,49.77851848603132
3746,Kepler-963 b,2564.0,7.56 Earths,2016,Neptune-like,0.368,1.02,False,55.82466918714556
3747,Kepler-964 b,1559.0,5.14 Earths,2016,Neptune-like,0.21,0.8,False,116.55328798185944
3748,Kepler-965 b,2016.0,11.4 Earths,2016,Neptune-like,0.326,0.8,False,107.2678685686326
3749,Kepler-966 b,2522.0,16 Earths,2016,Neptune-like,0.178,0.7,False,504.98674409796746
3750,Kepler-967 b,1628.0,6.12 Earths,2016,Neptune-like,0.151,0.7,False,268.40928029472394
3751,Kepler-967 c,1628.0,12.9 Earths,2016,Neptune-like,0.185,0.82,False,376.91745799853913
3752,Kepler-968 b,1018.0,4.66 Earths,2016,Super Earth,0.088,0.82,False,601.7561983471076
3753,Kepler-968 c,1018.0,3.5 Earths,2016,Super Earth,0.132,0.98,False,200.87235996326905
3754,Kepler-969 b,1341.0,4.94 Earths,2016,Super Earth,,0.98,False,
3755,Kepler-969 c,1341.0,0.937 Earths,2016,Terrestrial,0.247,0.67,False,15.358389745775217
3756,Kepler-96 b,402.0,8.46 Earths,2014,Neptune-like,0.19,0.85,False,234.34903047091416
3757,Kepler-970 b,1142.0,8.1 Earths,2016,Neptune-like,0.415,1.22,False,47.03149949194368
3758,Kepler-971 b,1125.0,5.18 Earths,2016,Neptune-like,0.175,0.78,False,169.14285714285717
3759,Kepler-972 b,4254.0,19.5 Earths,2016,Neptune-like,0.14,0.5,False,994.8979591836734
3760,Kepler-973 b,969.0,4.5 Earths,2016,Super Earth,0.132,0.75,False,258.26446280991735
3761,Kepler-974 b,395.0,3.09 Earths,2016,Super Earth,0.353,0.83,False,24.79756678891573
3762,Kepler-975 b,1318.0,2.79 Earths,2016,Super Earth,0.234,0.83,False,50.95332018408941
3763,Kepler-976 b,3327.0,14.9 Earths,2016,Neptune-like,0.267,1.09,False,209.0084024183254
3764,Kepler-977 b,2166.0,7.37 Earths,2016,Neptune-like,0.243,0.83,False,124.81159714813124
3765,Kepler-978 b,2035.0,9.22 Earths,2016,Neptune-like,0.178,1.11,False,290.9986112864537
3766,Kepler-979 b,1977.0,7.85 Earths,2016,Neptune-like,0.238,1.06,False,138.58484570298708
3767,Kepler-97 b,1323.0,3.51 Earths,2014,Super Earth,0.206,0.96,False,82.71279102648695
3768,Kepler-97 c,1323.0,1.08 Jupiters,2014,Gas Giant,0.201,1.29,False,8495.967921586098
3769,Kepler-980 b,2623.0,7.61 Earths,2016,Neptune-like,0.211,1.08,False,170.93057208957572
3770,Kepler-981 b,2978.0,5.95 Earths,2016,Neptune-like,0.189,0.93,False,166.5686850872036
3771,Kepler-982 b,2290.0,5.69 Earths,2016,Neptune-like,0.266,0.85,False,80.41720843462038
3772,Kepler-983 b,2137.0,6.17 Earths,2016,Neptune-like,0.211,0.98,False,138.58628512387412
3773,Kepler-984 b,1504.0,5.14 Earths,2016,Neptune-like,0.291,0.91,False,60.6983857063568
3774,Kepler-985 b,2417.0,9.17 Earths,2016,Neptune-like,0.185,0.53,False,267.9327976625274
3775,Kepler-986 b,1837.0,6.17 Earths,2016,Neptune-like,0.197,0.78,False,158.98374088484627
3776,Kepler-987 b,3053.0,10.7 Earths,2016,Neptune-like,0.132,0.73,False,614.0955004591367
3777,Kepler-988 b,809.0,4.94 Earths,2016,Super Earth,0.232,1.08,False,91.78061831153389
3778,Kepler-989 b,1579.0,5.52 Earths,2016,Neptune-like,0.136,1.08,False,298.4429065743944
3779,Kepler-98 b,1154.0,3.55 Earths,2014,Neptune-like,0.227,0.61,False,68.89324458072153
3780,Kepler-990 b,3043.0,7.27 Earths,2016,Neptune-like,0.145,0.74,False,345.7788347205707
3781,Kepler-990 c,3043.0,2.96 Earths,2016,Super Earth,0.265,0.54,False,42.1502313990744
3782,Kepler-991 b,1207.0,6.99 Earths,2016,Neptune-like,0.143,0.54,False,341.8260061616706
3783,Kepler-992 b,874.0,3.26 Earths,2016,Super Earth,0.241,0.8,False,56.1285101840533
3784,Kepler-993 b,972.0,9.11 Earths,2016,Neptune-like,0.177,1.14,False,290.78489578345943
3785,Kepler-994 b,555.0,3.19 Earths,2016,Super Earth,0.121,1.56,False,217.8812922614576
3786,Kepler-995 b,2150.0,7.75 Earths,2016,Neptune-like,0.207,1.18,False,180.86769819599056
3787,Kepler-996 b,3582.0,4.58 Earths,2016,Super Earth,0.209,1.65,False,104.85107941668002
3788,Kepler-997 b,1533.0,2.42 Earths,2016,Super Earth,,,False,
3789,Kepler-998 b,3249.0,5.99 Earths,2016,Neptune-like,,,False,
3790,Kepler-999 b,1853.0,6.08 Earths,2016,Neptune-like,,,False,
3791,Kepler-99 b,684.0,6.15 Earths,2014,Super Earth,0.491,1.01,False,25.51009826572812
3792,Kepler-9 b,2003.0,0.13655 Jupiters,2010,Gas Giant,0.616,1.01,False,114.36983734609548
3793,Kepler-9 c,2003.0,29.9 Earths,2010,Neptune-like,,,False,
3794,Kepler-9 d,2003.0,3.33 Earths,2010,Super Earth,0.571,1.24,False,10.213439414061424
3795,KIC 10001893 b,5736.0,Unknown,2014,Unknown,0.589,1.52,False,-1.0
3796,KIC 10001893 c,5736.0,Unknown,2014,Unknown,,,False,-1.0
3797,KIC 10001893 d,5736.0,Unknown,2014,Unknown,0.366,1.26,False,-1.0
3798,KIC 10525077 b,4976.0,25.9 Earths,2015,Neptune-like,0.214,1.26,False,565.5515765569046
3799,KIC 3558849 b,4106.0,38.1 Earths,2015,Neptune-like,0.41,1.03,False,226.65080309339683
3800,KIC 5095269 b,4014.0,7.693 Jupiters,2017,Gas Giant,,,True,
3801,KIC 5437945 b,4314.0,33.6 Earths,2015,Neptune-like,,,False,
3802,KIC 5951458 b,2475.0,35.4 Earths,2015,Neptune-like,,,False,
3803,KIC 7917485 b,4695.0,11.8 Jupiters,2016,Gas Giant,,,False,
3804,KIC 8540376 b,3609.0,15.8 Earths,2015,Neptune-like,,,False,
3805,KIC 8540376 c,3609.0,6.35 Earths,2015,Neptune-like,,,False,
3806,KIC 9663113 b,5450.0,19.2 Earths,2015,Neptune-like,,,False,
3807,KMT-2016-BLG-0212L b,20551.0,18 Jupiters,2018,Gas Giant,,,False,
3808,KMT-2016-BLG-1107L b,21696.0,3.283 Jupiters,2019,Gas Giant,,,False,
3809,KMT-2016-BLG-1397L b,21529.0,7 Jupiters,2018,Gas Giant,,,False,
3810,KMT-2016-BLG-1820L b,20420.0,4.57 Jupiters,2018,Gas Giant,,,True,
3811,KMT-2016-BLG-1836L b,23160.0,2.2 Jupiters,2019,Gas Giant,,,False,
3812,KMT-2016-BLG-2142L b,22867.0,15.49 Jupiters,2018,Gas Giant,,,True,
3813,KMT-2017-BLG-0165L b,14777.0,34 Earths,2018,Neptune-like,,,False,
3814,KMT-2017-BLG-1038L b,19572.0,2 Jupiters,2019,Gas Giant,1.23,1.4,True,420.1467380527464
3815,KMT-2017-BLG-1146L b,21203.0,0.71 Jupiters,2019,Gas Giant,0.94,1.13,True,255.3782254413762
3816,KMT-2018-BLG-0029L b,11026.0,7.59 Earths,2020,Neptune-like,1.512,1.74,False,3.320000839842109
3817,KMT-2018-BLG-1292L b,11287.0,4.42 Jupiters,2020,Gas Giant,0.307,0.9,False,14904.820210294009
3818,KMT-2018-BLG-1990L b,3154.0,0.348 Jupiters,2019,Gas Giant,,0.9,True,
3819,KMT-2019-BLG-1339L b,19963.0,1.25 Jupiters,2020,Gas Giant,0.17,0.97,False,13746.53979238754
3820,KMT-2019-BLG-1953L b,22964.0,0.64 Jupiters,2020,Gas Giant,0.17,0.97,False,7038.228373702421
3821,KOI-1257 b,2936.0,1.45 Jupiters,2014,Gas Giant,0.79,1.14,False,738.4057042140681
3822,KOI-12 b,1318.0,1.1 Jupiters,2015,Gas Giant,0.485,1.14,False,1486.2450844935702
3823,KOI-13 b,1354.0,9.28 Jupiters,2011,Gas Giant,1.11,0.86,False,2393.7745312880443
3824,KOI-142 b,1106.0,9.5 Earths,2013,Neptune-like,0.117,1.2,False,693.9878734750529
3825,KOI-142 c,1106.0,0.674 Jupiters,2013,Gas Giant,0.106,1.2,False,19064.67426130296
3826,KOI-1599.01,3813.0,4.6 Earths,2019,Super Earth,0.256,1.2,False,70.1904296875
3827,KOI-1599.02,3813.0,9 Earths,2019,Super Earth,0.237,1.2,False,160.23073225444642
3828,KOI-1783.01,2896.0,0.22339 Jupiters,2020,Gas Giant,0.257,1.2,False,1074.9263395357991
3829,KOI-1783.02,2896.0,15 Earths,2020,Neptune-like,0.723,1.2,False,28.69555735381048
3830,KOI-217 b,2610.0,Unknown,2010,Gas Giant,1.008,1.2,False,-1.0
3831,KOI-3680 b,3088.0,1.93 Jupiters,2018,Gas Giant,0.99,0.96,True,625.846954392409
3832,KOI-55 b,3849.0,0.44 Earths,2011,Terrestrial,0.068,0.2,False,95.15570934256054
3833,KOI-55 c,3849.0,0.655 Earths,2011,Terrestrial,0.077,0.2,False,110.4739416427728
3834,KOI-94 b,1578.0,10.5 Earths,2013,Super Earth,0.153,1.52,False,448.5454312443932
3835,KOI-94 c,1578.0,15.6 Earths,2013,Neptune-like,0.385,1.52,False,105.24540394670264
3836,KOI-94 d,1578.0,0.334 Jupiters,2013,Gas Giant,1.005,1.52,False,105.09826984480586
3837,KOI-94 e,1578.0,35 Earths,2013,Neptune-like,0.585,1.52,False,102.27189714369204
3838,KPS-1 b,863.0,1.09 Jupiters,2018,Gas Giant,1.03,0.91,False,326.5376567065699
3839,L 168-9 b,82.0,4.6 Earths,2020,Super Earth,0.124,0.6,False,299.1675338189386
3840,L 98-59 b,35.0,1.01 Earths,2019,Super Earth,0.071,0.31,False,200.35707200952197
3841,L 98-59 c,35.0,2.42 Earths,2019,Super Earth,0.12,0.31,False,168.05555555555554
3842,L 98-59 d,35.0,2.31 Earths,2019,Super Earth,0.14,0.31,False,117.85714285714285
3843,LHS 1140 b,49.0,6.98 Earths,2017,Super Earth,0.154,0.21,False,294.31607353685274
3844,LHS 1140 c,49.0,1.81 Earths,2018,Super Earth,0.114,0.21,False,139.27362265312402
3845,LHS 1815 b,97.0,8.7 Earths,2020,Super Earth,0.097,0.5,False,924.6466149431394
3846,LHS 3844 b,49.0,2.25 Earths,2019,Super Earth,0.116,0.19,False,167.2116527942925
3847,LkCa 15 b,518.0,Unknown,2015,Unknown,,,False,-1.0
3848,LkCa 15 c,518.0,Unknown,2015,Unknown,,,False,-1.0
3849,LP 791-18 b,86.0,1.46 Earths,2019,Super Earth,0.1,0.17,False,145.99999999999997
3850,LP 791-18 c,86.0,5.95 Earths,2019,Neptune-like,0.206,0.17,False,140.21114148364595
3851,LSPM J2116+0234 b,58.0,13.3 Earths,2019,Neptune-like,,0.43,False,
3852,LTT 1445 A b,22.0,2.2 Earths,2019,Super Earth,0.123,0.28,False,145.41608830722456
3853,LTT 3780 b,72.0,2.62 Earths,2020,Super Earth,0.119,0.37,False,185.0151825436057
3854,LTT 3780 c,72.0,8.6 Earths,2020,Super Earth,0.205,0.37,False,204.64009518143965
3855,LTT 9779 b,263.0,29.32 Earths,2020,Neptune-like,0.421,0.95,False,165.42447853487627
3856,Lupus-TR-3 b,6524.0,0.81 Jupiters,2007,Gas Giant,0.89,0.82,False,325.00214619366244
3857,MASCARA-1 b,616.0,3.7 Jupiters,2017,Gas Giant,1.5,2.1,False,522.6373333333333
3858,MASCARA-4 b,560.0,3.1 Jupiters,2020,Gas Giant,1.53,1.92,False,420.88171216198896
3859,MOA-2007-BLG-192L b,3262.0,3.3 Earths,2008,Super Earth,,,True,
3860,MOA-2007-BLG-400L b,18920.0,0.83 Jupiters,2008,Gas Giant,,,True,
3861,MOA-2008-BLG-310L b,25117.0,23.4 Earths,2009,Neptune-like,,,True,
3862,MOA-2008-BLG-379L b,10765.0,4.1 Jupiters,2013,Gas Giant,,,False,
3863,MOA-2009-BLG-266L b,9916.0,10.4 Earths,2011,Neptune-like,,,False,
3864,MOA-2009-BLG-319L b,19898.0,0.16 Jupiters,2010,Gas Giant,,,False,
3865,MOA-2009-BLG-387L b,18561.0,2.6 Jupiters,2010,Gas Giant,,,True,
3866,MOA-2010-BLG-073L b,9134.0,11 Jupiters,2012,Gas Giant,,,True,
3867,MOA-2010-BLG-117L b,11417.0,0.54 Jupiters,2018,Gas Giant,,,False,
3868,MOA-2010-BLG-328L b,2642.0,9.2 Earths,2013,Neptune-like,,,True,
3869,MOA-2010-BLG-353L b,20975.0,0.27 Jupiters,2015,Gas Giant,,,True,
3870,MOA-2010-BLG-477L b,7503.0,1.5 Jupiters,2012,Gas Giant,,,False,
3871,MOA-2011-BLG-028L b,24074.0,30 Earths,2016,Neptune-like,,,False,
3872,MOA-2011-BLG-262L b,22834.0,17 Earths,2014,Neptune-like,,,True,
3873,MOA-2011-BLG-291L b,14353.0,18 Earths,2018,Neptune-like,,,True,
3874,MOA-2011-BLG-293L b,25183.0,4.8 Jupiters,2012,Gas Giant,,,True,
3875,MOA-2011-BLG-322L b,24661.0,11.6 Jupiters,2013,Gas Giant,,,False,
3876,MOA-2012-BLG-006L b,17289.0,8.4 Jupiters,2017,Gas Giant,,,False,
3877,MOA-2012-BLG-505L b,23519.0,6.7 Earths,2017,Neptune-like,,,True,
3878,MOA-2013-BLG-605L b,,3.2 Earths,2016,Super Earth,,,True,
3879,MOA-2015-BLG-337L b,23160.0,33.7 Earths,2018,Neptune-like,,,False,
3880,MOA-2016-BLG-227L b,21203.0,2.8 Jupiters,2017,Gas Giant,,,True,
3881,MOA-2016-BLG-319L b,22182.0,0.62 Jupiters,2018,Gas Giant,,,True,
3882,MOA-bin-1L b,16636.0,3.7 Jupiters,2012,Gas Giant,,,False,
3883,MOA-bin-29 b,23225.0,0.6 Jupiters,2019,Gas Giant,,,True,
