,name,distance,mass,luminocity,discovery_date,planet_type,orbital_radius,planet_hoststar_name,planet_letter,planet_name,planet_discovery_method,planet_existance_in_question,num_of_planets_in_system,planet_orbital_period,planet_orbital_period_error1,planet_orbital_period_error2,planet_minimum_orbital_period,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,planet_maximum_limit_orbtial_period,planet_eccentricity,planet_eccentricity_error1,planet_eccentricity_error2,planet_eccentricity_limit,planet_orbital_inclination,planet_orbital_inclination_error1,planet_orbital_inclination_error2,planet_min_orbital_inclination,mass_in_kg,mass_in_unit_error1,mass_in_unit_error2,minimum_mass_in_unit,mass_unit,planet_radius_in_unit,planet_radius_in_unit_error1,planet_radius_in_unit_error2,minimum_planet_radius_in_unit,planet_density,planet_density_error1,planet_density_error2,minimum_planet_density,planet_orbital_inclination_compared_to_others,kepler_telescope_data,k2_telescope_data,num_of_notes,right_ascension_east_n_west_base60,right_ascension_east_n_west_base10,right_ascension_north_n_south_base60,right_ascension_north_n_south_base10,steller_distance,steller_distance_error1,steller_distance_error2,minimum_steller_distance,dist_from_gaia_paralax,dist_from_gaia_paralax_error1,dist_from_gaia_paralax_error2,minimum_dist_from_gaia_paralax,steller_magnitude,steller_magnitude_error,minimum_steller_magnitude,steller_optical_magnitude_band,photometric_visibility,photometric_visibility_error,photometric_visibility_magnitude,temperature_of_hoststar,temperature_of_hoststar_error1,temperature_of_hoststar_error2,minimum_temperature_of_hoststar,mass_of_hoststar,mass_of_hoststar_error1,mass_of_hoststar_error2,minimum_mass_of_hoststar,mass_of_hoststar.1,radius_of_hoststar_error1,radius_of_hoststar_error2,minimum_radius_of_hoststar,date_of_last_update,observer,gravity,suitable_type,goldilock,suitable_speed
4011,RR Caeli b,69.0,13348.791959999999 Earths,13.658,2012,Gas Giant,5.3 AU,RR Cae,b,rr cae b,Eclipse Timing Variations,0,1,4343.5,36.5,-36.5,0.0,5.3,0.6,-0.6,0.0,0.0,,,0.0,17.6,,,-1.0,4.2,0.4,-0.4,0.0,Msini,,,,,,,,,0,0,0,0,04h21m05.56s,65.273181,-48d39m07.1s,-48.651976,21.2,0.01,-0.01,0.0,21.2,0.01,-0.01,0.0,,,,,13.658,,0.0,,,,,0.44,,,0.0,,,,,2015-08-27,Leoncito Astronomical Complex,-1.0,False,False,False
4012,SR 12 AB c,366.0,4131.76894 Earths,13.265,2010,Gas Giant,Unknown,SR 12 AB,c,sr 12 ab c,Imaging,0,1,,,,,,,,,,,,,,,,,13.0,7.0,-7.0,0.0,Mass,,,,,,,,,0,0,0,0,16h27m19.51s,246.8313,-24d41m40.4s,-24.694553,112.32,5.41,-5.41,0.0,112.32,5.41,-5.41,0.0,13.265,0.032,0.0,V (Johnson),12.181,,0.0,,,,,,,,,,,,,2014-05-14,Infrared Survey Facility,-1.0,False,False,False
4013,SWEEPS-11 b,27727.0,30829.35286 Earths,19.83,2006,Gas Giant,0.03 AU,SWEEPS-11,b,sweeps-11 b,Transit,0,1,1.796,,,0.0,0.03,,,0.0,,,,,,,,,9.7,5.6,-4.5,0.0,Mass,1.13,0.21,-0.21,0.0,,,,,0,0,0,0,17h59m02.00s,269.758333,-29d11m53.5s,-29.198194,8500.0,,,0.0,,,,,19.83,,0.0,V (Johnson),,,,,,,,1.1,,,0.0,1.45,,,0.0,2014-05-14,Hubble Space Telescope,6576996.935743295,False,False,False
4014,SWEEPS-4 b,27727.0,12077.478439999999 Earths,18.8,2006,Gas Giant,0.055 AU,SWEEPS-4,b,sweeps-4 b,Transit,0,1,4.2,,,0.0,0.055,,,0.0,,,,,,,,,3.8,,,0.0,Mass,0.81,0.1,-0.1,0.0,,,,,0,0,0,0,17h58m53.92s,269.724667,-29d11m20.6s,-29.189056,8500.0,,,0.0,,,,,18.8,,0.0,V (Johnson),,,,,,,,1.24,,,0.0,1.18,,,0.0,2014-05-14,Hubble Space Telescope,5014485.167987706,False,False,False
4015,TAP 26 b,480.0,52759.51108 Earths,11.81,2017,Gas Giant,0.0968 AU,TAP 26,b,tap 26 b,Radial Velocity,0,1,10.79,0.14,-0.14,0.0,0.0968,0.0032,-0.0032,0.0,,,,,,,,,1.66,0.31,-0.31,0.0,Msini,,,,,,,,,0,0,0,1,04h18m51.70s,64.715416,+17d23m16.6s,17.387936,147.0,3.0,-3.0,0.0,121.83,0.57,-0.57,0.0,,,,,11.81,,0.0,4620.0,50.0,-50.0,0.0,1.04,0.1,-0.1,0.0,1.17,0.17,-0.17,0.0,2017-02-02,Multiple Facilities,-1.0,False,False,False
4016,Tau Bootis b,51.0,189107.8861 Earths,4.5,1996,Gas Giant,0.049 AU,tau Boo,b,tau boo b,Radial Velocity,0,1,3.3124568,6.9e-06,-6.9e-06,0.0,0.049,0.003,-0.003,0.0,0.011,0.006,-0.006,0.0,,,,,4.32,0.04,-0.04,0.0,Msini,,,,,,,,,0,0,0,0,13h47m15.74s,206.815598,+17d27m24.9s,17.456905,15.66,0.08,-0.08,0.0,15.66,0.08,-0.08,0.0,4.5,,0.0,V (Johnson),4.295,,0.0,6400.0,,,0.0,1.34,0.05,-0.05,0.0,1.46,0.05,-0.05,0.0,2015-04-16,Roque de los Muchachos Observatory,-1.0,False,False,False
4017,Tau Ceti e,12.0,393 Earths,3.5,2017,Super Earth,0.538 AU,tau Cet,e,tau cet e,Radial Velocity,0,4,162.87,1.08,-0.46,0.0,0.538,0.06,-0.06,0.0,0.18,0.18,-0.14,0.0,,,,,0.01237,0.00261,-0.00201,0.0,Msini,,,,,,,,,0,0,0,0,01h44m04.08s,26.017012,-15d56m14.9s,-15.93748,3.6,0.01,-0.01,0.0,3.6,0.01,-0.01,0.0,3.5,,0.0,V (Johnson),3.134,,0.0,,,,,0.78,0.01,-0.01,0.0,,,,,2017-08-17,Multiple Observatories,-1.0,True,True,False
4018,Tau Ceti f,12.0,393 Earths,3.5,2017,Super Earth,1.334 AU,tau Cet,f,tau cet f,Radial Velocity,0,4,636.13,11.7,-47.69,0.0,1.334,0.017,-0.044,0.0,0.16,0.07,-0.16,0.0,,,,,0.01237,0.0033,-0.00431,0.0,Msini,,,,,,,,,0,0,0,0,01h44m04.08s,26.017012,-15d56m14.9s,-15.93748,3.6,0.01,-0.01,0.0,3.6,0.01,-0.01,0.0,3.5,,0.0,V (Johnson),3.134,,0.0,,,,,0.78,0.01,-0.01,0.0,,,,,2017-08-17,Multiple Observatories,-1.0,True,True,False
4019,Tau Ceti g,12.0,175 Earths,3.5,2017,Super Earth,0.133 AU,tau Cet,g,tau cet g,Radial Velocity,0,4,20.0,0.02,-0.01,0.0,0.133,0.001,-0.002,0.0,0.06,0.13,-0.06,0.0,,,,,0.00551,0.00079,-0.00126,0.0,Msini,,,,,,,,,0,0,0,0,01h44m04.08s,26.017012,-15d56m14.9s,-15.93748,3.6,0.01,-0.01,0.0,3.6,0.01,-0.01,0.0,3.5,,0.0,V (Johnson),3.134,,0.0,,,,,0.78,0.01,-0.01,0.0,,,,,2017-08-17,Multiple Observatories,-1.0,True,False,False
4020,Tau Ceti h,12.0,183 Earths,3.5,2017,Super Earth,0.243 AU,tau Cet,h,tau cet h,Radial Velocity,0,4,49.41,0.08,-0.1,0.0,0.243,0.003,-0.003,0.0,0.23,0.16,-0.15,0.0,,,,,0.00576,0.00214,-0.00082,0.0,Msini,,,,,,,,,0,0,0,0,01h44m04.08s,26.017012,-15d56m14.9s,-15.93748,3.6,0.01,-0.01,0.0,3.6,0.01,-0.01,0.0,3.5,,0.0,V (Johnson),3.134,,0.0,,,,,0.78,0.01,-0.01,0.0,,,,,2017-08-17,Multiple Observatories,-1.0,True,False,False
4021,Tau Geminorum b,367.0,65472.64627999999 Earths,4.42,2013,Gas Giant,1.17 AU,tau Gem,b,tau gem b,Radial Velocity,0,1,305.5,0.1,-0.1,0.0,1.17,,,0.0,0.031,0.009,-0.009,0.0,,,,,20.6,,,0.0,Msini,,,,,,,,,0,0,0,0,07h11m08.37s,107.784882,+30d14m42.6s,30.245163,112.64,4.07,-4.07,0.0,112.64,4.07,-4.07,0.0,4.42,,0.0,V (Johnson),3.954,,0.0,4388.0,25.0,-25.0,0.0,2.3,0.3,-0.3,0.0,26.8,0.7,-0.7,0.0,2014-05-14,Lick Observatory,-1.0,False,True,False
4022,TCP J05074264+2447555 b,1240.0,92 Earths,,2018,Neptune-like,0.5 AU,TCP J05074264+2447555,b,tcp j05074264+2447555 b,Microlensing,0,1,,,,,0.5,,,0.0,,,,,,,,,0.02895,0.02077,-0.02077,0.0,Mass,,,,,,,,,0,0,0,0,05h07m42.64s,76.927666,+24d47m55.5s,24.79875,380.0,,,0.0,,,,,,,,,,,,,,,,0.25,0.18,-0.18,0.0,,,,,2018-03-01,Multiple Observatories,-1.0,False,True,False
4023,Teegarden's Star b,12.0,105 Earths,15.08,2019,Super Earth,0.0252 AU,Teegarden's Star,b,teegarden's star b,Radial Velocity,0,2,4.91,0.0014,-0.0014,0.0,0.0252,0.0008,-0.0009,0.0,0.0,0.16,0.0,0.0,,,,,0.0033,0.00041,-0.00038,0.0,Msini,,,,,,,,,0,0,0,0,02h53m00.89s,43.253708,+16d52m52.64s,16.881289,3.83,0.0,0.0,0.0,3.83,0.0,0.0,0.0,15.08,0.12,0.0,V (Johnson),12.275,,0.0,2904.0,51.0,-51.0,0.0,0.09,0.01,-0.01,0.0,0.11,0.0,0.0,0.0,2019-06-27,Calar Alto Observatory,-1.0,True,False,True
4024,Teegarden's Star c,12.0,111 Earths,15.08,2019,Super Earth,0.0443 AU,Teegarden's Star,c,teegarden's star c,Radial Velocity,0,2,11.409,0.009,-0.009,0.0,0.0443,0.0014,-0.0015,0.0,0.0,0.16,0.0,0.0,,,,,0.00349,0.0005,-0.00047,0.0,Msini,,,,,,,,,0,0,0,0,02h53m00.89s,43.253708,+16d52m52.64s,16.881289,3.83,0.0,0.0,0.0,3.83,0.0,0.0,0.0,15.08,0.12,0.0,V (Johnson),12.275,,0.0,2904.0,51.0,-51.0,0.0,0.09,0.01,-0.01,0.0,0.11,0.0,0.0,0.0,2019-06-27,Calar Alto Observatory,-1.0,True,False,False
4025,TOI-1130 b,190.0,129 Earths,11.368,2020,Neptune-like,0.04394 AU,TOI-1130,b,toi-1130 b,Transit,0,2,4.066499,4.6e-05,-4.5e-05,0.0,0.04394,0.00035,-0.00038,0.0,0.22,0.11,-0.11,0.0,87.98,0.86,-0.46,0.0,,,,,,0.326,0.009,-0.009,0.0,,,,,0,0,0,0,19h05m30.24s,286.376,-41d26m15.49s,-41.437636,58.36,0.17,-0.17,0.0,58.36,0.17,-0.17,0.0,11.368,,0.0,V (Johnson),10.903,,0.0,4250.0,67.0,-67.0,0.0,0.68,0.02,-0.02,0.0,0.69,0.01,-0.01,0.0,2020-04-02,Transiting Exoplanet Survey Satellite (TESS),330654.6450866093,False,False,False
4026,TOI-1130 c,190.0,309564.84212 Earths,11.368,2020,Gas Giant,0.07098 AU,TOI-1130,c,toi-1130 c,Transit,0,2,8.350381,3.2e-05,-3.3e-05,0.0,0.07098,0.00056,-0.0006,0.0,0.047,0.04,-0.027,0.0,87.43,0.16,-0.16,0.0,0.974,0.043,-0.044,0.0,Mass,1.5,0.27,-0.22,0.0,0.38,0.24,-0.15,0.0,0,0,0,0,19h05m30.24s,286.376,-41d26m15.49s,-41.437636,58.36,0.17,-0.17,0.0,58.36,0.17,-0.17,0.0,11.368,,0.0,V (Johnson),10.903,,0.0,4250.0,67.0,-67.0,0.0,0.68,0.02,-0.02,0.0,0.69,0.01,-0.01,0.0,2020-04-02,Transiting Exoplanet Survey Satellite (TESS),37479106.69041052,False,False,False
4027,TOI-1235 b,129.0,691 Earths,11.495,2020,Super Earth,0.03845 AU,TOI-1235,b,toi-1235 b,Transit,0,1,3.444729,3.1e-05,-2.8e-05,0.0,0.03845,0.00037,-0.0004,0.0,0.15,,,1.0,88.1,0.8,-0.9,0.0,0.02174,0.00236,-0.00267,0.0,Mass,0.155,0.008,-0.007,0.0,7.4,1.5,-1.3,0.0,0,0,0,0,10h08m52.38s,152.21825,+69d16m35.83s,69.276619,39.63,0.05,-0.05,0.0,39.68,0.05,-0.05,0.0,11.495,0.056,0.0,V (Johnson),10.849,,0.0,3872.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.63,0.01,-0.01,0.0,2020-06-04,Transiting Exoplanet Survey Satellite (TESS),7834923.655206099,True,False,False
4028,TOI-125 b,363.0,95 Earths,10.892,2019,Neptune-like,0.05186 AU,TOI-125,b,toi-125 b,Transit,0,3,4.65382,0.00033,-0.00031,0.0,0.05186,0.00086,-0.00077,0.0,0.194,0.041,-0.036,0.0,88.92,0.71,-0.6,0.0,0.02989,0.00277,-0.00277,0.0,Mass,0.243,0.007,-0.007,0.0,2.57,0.33,-0.33,0.0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.4,1.3,-1.2,0.0,111.41,0.44,-0.44,0.0,10.892,0.016,0.0,V (Johnson),10.718,,0.0,5320.0,39.0,-39.0,0.0,0.86,0.04,-0.04,0.0,0.85,0.01,-0.01,0.0,2020-02-13,Transiting Exoplanet Survey Satellite (TESS),438259.3356399614,False,False,False
4029,TOI-125 c,363.0,663 Earths,10.892,2019,Neptune-like,0.0814 AU,TOI-125,c,toi-125 c,Transit,0,3,9.15059,0.0007,-0.00082,0.0,0.0814,0.0013,-0.0013,0.0,0.066,0.07,-0.047,0.0,88.54,0.41,-0.19,0.0,0.02086,0.00311,-0.00311,0.0,Mass,0.246,0.009,-0.009,0.0,1.73,0.33,-0.33,0.0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.4,1.3,-1.2,0.0,111.41,0.44,-0.44,0.0,10.892,0.016,0.0,V (Johnson),10.718,,0.0,5320.0,39.0,-39.0,0.0,0.86,0.04,-0.04,0.0,0.85,0.01,-0.01,0.0,2020-02-13,Transiting Exoplanet Survey Satellite (TESS),2984443.9858037205,False,False,False
4030,TOI-125 d,363.0,136 Earths,10.892,2020,Neptune-like,0.137 AU,TOI-125,d,toi-125 d,Transit,0,3,19.98,0.005,-0.0056,0.0,0.137,0.0022,-0.0022,0.0,0.168,0.088,-0.062,0.0,88.795,0.18,-0.1,0.0,0.04279,0.00378,-0.00378,0.0,Mass,0.261,0.015,-0.015,0.0,2.98,0.65,-0.52,0.0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.4,1.3,-1.2,0.0,111.41,0.44,-0.44,0.0,10.892,0.016,0.0,V (Johnson),10.718,,0.0,5320.0,39.0,-39.0,0.0,0.86,0.04,-0.04,0.0,0.85,0.01,-0.01,0.0,2020-02-13,Transiting Exoplanet Survey Satellite (TESS),543848.5959407764,False,False,False
4031,TOI-132 b,537.0,224 Earths,11.321,2020,Neptune-like,0.026 AU,TOI-132,b,toi-132 b,Transit,0,1,2.1097019,1.2e-05,-1.1e-05,0.0,0.026,0.002,-0.003,0.0,0.059,0.05,-0.037,0.0,85.03,1.3,-1.84,0.0,0.07048,0.00598,-0.00604,0.0,Mass,0.305,0.012,-0.012,0.0,3.08,0.44,-0.46,0.0,0,0,0,1,22h33m35.8683s,338.399451,-43d26m11.9167s,-43.436644,164.47,27.32,-27.32,0.0,164.45,0.99,-0.99,0.0,,,,,11.321,,0.0,5397.0,46.0,-46.0,0.0,0.97,0.06,-0.06,0.0,0.9,0.02,-0.02,0.0,2020-02-27,Transiting Exoplanet Survey Satellite (TESS),655946.5581448921,False,False,False
4032,TOI-1338 b,1317.0,33 Earths,11.72,2020,Neptune-like,0.4607 AU,TOI-1338,b,toi-1338 b,Transit,0,1,95.174,0.031,-0.035,0.0,0.4607,0.0084,-0.0088,0.0,0.088,0.0043,-0.0033,0.0,89.37,0.35,-0.26,0.0,0.10383,0.06387,-0.06167,0.0,Mass,0.611,0.017,-0.017,0.0,0.56,0.34,-0.33,0.0,0,0,0,2,06h08m31.97s,92.133208,-59d32m28.08s,-59.541133,403.66,3.19,-3.19,0.0,403.66,3.19,-3.19,0.0,11.72,0.02,0.0,V (Johnson),11.876,,0.0,6050.0,80.0,-80.0,0.0,1.13,0.07,-0.07,0.0,1.33,0.02,-0.03,0.0,2020-06-04,Transiting Exoplanet Survey Satellite (TESS),24079.7313511833,False,True,False
4033,TOI-150.01,1096.0,79774.92338 Earths,11.341,2019,Gas Giant,0.07037 AU,TOI-150,b,toi-150.01,Transit,0,1,5.857487,8.9e-05,-9.7e-05,0.0,0.07037,0.00087,-0.00088,0.0,0.262,0.045,-0.037,0.0,88.09,0.98,-0.68,0.0,2.51,0.12,-0.12,0.0,Mass,1.255,0.021,-0.019,0.0,1.68,0.12,-0.12,0.0,0,0,0,0,07h31m51.76s,112.965667,-73d36m22.15s,-73.606153,336.0,2.0,-2.0,0.0,339.56,1.94,-1.94,0.0,,,,,11.341,,0.0,6255.0,90.0,-90.0,0.0,1.35,0.04,-0.03,0.0,1.53,0.01,-0.01,0.0,2019-11-07,Transiting Exoplanet Survey Satellite (TESS),13797457.407073742,False,False,False
4034,TOI-157 b,1181.0,37503.74884 Earths,12.73,2020,Gas Giant,0.03138 AU,TOI-157,b,toi-157 b,Transit,0,1,2.0845435,2.3e-06,-2.3e-06,0.0,0.03138,0.00025,-0.0002,0.0,0.0,,,0.0,82.01,0.15,-0.16,0.0,1.18,0.13,-0.12,0.0,Mass,1.286,0.023,-0.02,0.0,0.686,0.08,-0.078,0.0,0,0,0,0,04h54m48.34s,73.701417,-76d40m50.17s,-76.680603,362.1,2.9,-2.8,0.0,359.36,2.86,-2.86,0.0,12.73,0.05,0.0,V (Johnson),12.514,,0.0,5404.0,70.0,-67.0,0.0,0.95,0.02,-0.02,0.0,1.17,0.02,-0.01,0.0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS),6177501.540134183,False,False,False
4035,TOI-163 b,1359.0,38775.062359999996 Earths,11.219,2019,Gas Giant,0.058 AU,TOI-163,b,toi-163 b,Transit,0,1,4.231306,6.3e-05,-5.7e-05,0.0,0.058,0.0014,-0.0014,0.0,0.0,,,0.0,87.24,0.47,-0.45,0.0,1.22,0.12,-0.12,0.0,Mass,1.489,0.034,-0.034,0.0,0.49,0.059,-0.055,0.0,0,0,0,0,05h19m04.3s,79.767917,-71d53m43.9s,-71.895528,416.5,8.13,-8.13,0.0,416.5,8.13,-8.13,0.0,,,,,11.219,,0.0,6495.0,90.0,-90.0,0.0,1.44,0.03,-0.03,0.0,1.65,0.02,-0.03,0.0,2019-11-07,Transiting Exoplanet Survey Satellite (TESS),4764125.872239406,False,False,False
4036,TOI-169 b,1346.0,251402.24857999998 Earths,12.36,2020,Gas Giant,0.03524 AU,TOI-169,b,toi-169 b,Transit,0,1,2.2554477,6.3e-06,-6.3e-06,0.0,0.03524,0.00069,-0.00079,0.0,0.0,,,0.0,80.98,0.31,-0.38,0.0,0.791,0.064,-0.06,0.0,Mass,1.086,0.081,-0.048,0.0,0.76,0.14,-0.17,0.0,0,0,0,0,01h07m06.88s,16.778667,-75d11m56.19s,-75.198942,412.5,4.3,-4.2,0.0,412.66,4.26,-4.26,0.0,12.36,0.05,0.0,V (Johnson),12.238,,0.0,5880.0,54.0,-49.0,0.0,1.15,0.07,-0.07,0.0,1.29,0.02,-0.02,0.0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS),58067031.57925388,False,False,False
4037,TOI-1728 b,198.0,2678 Earths,12.4,2020,Neptune-like,0.0391 AU,TOI-172,b,toi-172 b,Transit,0,1,9.47725,0.00064,-0.00079,0.0,0.0914,0.0017,-0.0017,0.0,0.3806,0.0093,-0.009,0.0,88.2,1.1,-1.0,0.0,5.42,0.22,-0.2,0.0,Mass,0.965,0.032,-0.029,0.0,7.53,0.65,-0.72,0.0,0,0,0,0,21h06m31.65s,316.631875,-26d41m34.29s,-26.692858,336.47,6.79,-6.79,0.0,346.02,7.3,-7.3,0.0,,,,,11.193,,0.0,5645.0,50.0,-50.0,0.0,1.13,0.07,-0.06,0.0,1.78,0.05,-0.04,0.0,2019-03-28,Transiting Exoplanet Survey Satellite (TESS),783386.465381073,False,False,True
4038,TOI-172 b,1098.0,172262.98195999998 Earths,11.193,2019,Gas Giant,0.0914 AU,TOI-1728,b,toi-1728 b,Transit,0,1,3.49151,6.2e-05,-5.7e-05,0.0,0.0391,0.0009,-0.0009,0.0,0.057,0.054,-0.039,0.0,88.31,0.58,-0.4,0.0,0.08426,0.01708,-0.01614,0.0,Mass,0.451,0.014,-0.015,0.0,1.14,0.26,-0.24,0.0,0,0,0,0,08h02m26.55s,120.610625,+64d47m48.93s,64.796925,60.8,0.14,-0.13,0.0,60.9,0.14,-0.14,0.0,12.4,0.035,0.0,V (Johnson),11.729,,0.0,3980.0,31.0,-32.0,0.0,0.65,0.02,-0.02,0.0,0.62,0.01,-0.01,0.0,2020-07-09,Transiting Exoplanet Survey Satellite (TESS),230706056.0878666,False,False,False
4039,TOI-1899 b,419.0,20976.67308 Earths,13.555,2020,Gas Giant,0.1587 AU,TOI-1899,b,toi-1899 b,Transit,0,1,29.02,0.36,-0.23,0.0,0.1587,0.0067,-0.0075,0.0,0.118,0.073,-0.077,0.0,89.77,0.15,-0.14,0.0,0.66,0.07,-0.07,0.0,Mass,1.37,0.05,-0.06,0.0,0.32,0.05,-0.06,0.0,0,0,0,0,19h57m42.44s,299.426833,+40d08m36.05s,40.143347,128.4,0.3,-0.3,0.0,128.92,0.25,-0.25,0.0,,,,,13.555,,0.0,3841.0,54.0,-45.0,0.0,0.63,0.03,-0.03,0.0,0.61,0.02,-0.02,0.0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS),3044497.3014756204,False,False,False
4040,TOI-216.01,583.0,19999986.468259998 Earths,12.324,2019,Gas Giant,0.2069 AU,TOI-216,c,toi-216.01,Transit,0,2,34.556,0.014,-0.01,0.0,0.2069,0.0107,-0.0082,0.0,0.029,0.037,-0.02,0.0,89.83,0.11,-0.12,0.0,0.62927,0.53488,-0.31463,0.0,Mass,1.007,0.052,-0.037,0.0,0.76,0.66,-0.38,0.0,1,0,0,0,04h55m55.25s,73.980208,-63d15m36.2s,-63.260056,178.84,0.89,-0.88,0.0,178.86,0.88,-0.88,0.0,12.324,0.069,0.0,V (Johnson),12.163,,0.0,5026.0,125.0,-125.0,0.0,0.87,0.04,-0.03,0.0,0.84,0.04,-0.03,0.0,2019-05-09,Transiting Exoplanet Survey Satellite (TESS),5372678814.484983,False,False,False
4041,TOI-216.02,583.0,30 Earths,12.324,2019,Neptune-like,0.1293 AU,TOI-216,b,toi-216.02,Transit,0,2,17.089,0.011,-0.015,0.0,0.1293,0.0067,-0.0051,0.0,0.132,0.059,-0.023,0.0,88.364,0.042,-0.068,0.0,0.09439,0.06293,-0.04405,0.0,Mass,0.686,0.145,-0.074,0.0,0.34,0.31,-0.18,0.0,1,0,0,0,04h55m55.25s,73.980208,-63d15m36.2s,-63.260056,178.84,0.89,-0.88,0.0,178.86,0.88,-0.88,0.0,12.324,0.069,0.0,V (Johnson),12.163,,0.0,5026.0,125.0,-125.0,0.0,0.87,0.04,-0.03,0.0,0.84,0.04,-0.03,0.0,2019-05-09,Transiting Exoplanet Survey Satellite (TESS),17365.733873554345,False,False,False
4042,TOI-270 b,73.0,209 Earths,12.62,2019,Super Earth,0.0306 AU,TOI-270,b,toi-270 b,Transit,0,3,3.36008,6.5e-05,-7e-05,0.0,0.0306,0.0033,-0.0057,0.0,0.0,,,0.0,88.65,0.85,-1.4,0.0,,,,,,0.111,0.008,-0.007,0.0,,,,,0,0,0,1,04h33m39.72s,68.4155,-51d57m22.44s,-51.956233,22.45,0.02,-0.02,0.0,22.49,0.01,-0.01,0.0,12.62,0.03,0.0,V (Johnson),11.631,,0.0,3386.0,137.0,-131.0,0.0,0.4,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,2019-08-01,Transiting Exoplanet Survey Satellite (TESS),4620834.844773068,True,False,False
4043,TOI-270 c,73.0,644 Earths,12.62,2019,Neptune-like,0.0472 AU,TOI-270,c,toi-270 c,Transit,0,3,5.660172,3.5e-05,-3.5e-05,0.0,0.0472,0.003,-0.0033,0.0,0.0,,,0.0,89.53,0.3,-0.42,0.0,,,,,,0.216,0.012,-0.012,0.0,,,,,0,0,0,1,04h33m39.72s,68.4155,-51d57m22.44s,-51.956233,22.45,0.02,-0.02,0.0,22.49,0.01,-0.01,0.0,12.62,0.03,0.0,V (Johnson),11.631,,0.0,3386.0,137.0,-131.0,0.0,0.4,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,2019-08-01,Transiting Exoplanet Survey Satellite (TESS),3760092.102684695,False,False,False
4044,TOI-270 d,73.0,518 Earths,12.62,2019,Neptune-like,0.0733 AU,TOI-270,d,toi-270 d,Transit,0,3,11.38014,0.00011,-0.0001,0.0,0.0733,0.0042,-0.0042,0.0,0.0,,,0.0,89.69,0.16,-0.12,0.0,,,,,,0.19,0.011,-0.011,0.0,,,,,0,0,0,1,04h33m39.72s,68.4155,-51d57m22.44s,-51.956233,22.45,0.02,-0.02,0.0,22.49,0.01,-0.01,0.0,12.62,0.03,0.0,V (Johnson),11.631,,0.0,3386.0,137.0,-131.0,0.0,0.4,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,2019-08-01,Transiting Exoplanet Survey Satellite (TESS),3908793.035219628,False,False,False
4045,TOI-677 b,464.0,392835.87768 Earths,9.8,2020,Gas Giant,0.1038 AU,TOI-677,b,toi-677 b,Transit,0,1,11.2366,0.00011,-0.00011,0.0,0.1038,0.0017,-0.0017,0.0,0.435,0.024,-0.024,0.0,87.63,0.11,-0.1,0.0,1.236,0.069,-0.067,0.0,Mass,1.17,0.03,-0.03,0.0,,,,,0,0,0,0,09h36m28.65s,144.119375,-50d27m47.14s,-50.463094,142.39,0.62,-0.62,0.0,142.39,0.62,-0.62,0.0,9.8,,0.0,V (Johnson),9.661,,0.0,6295.0,77.0,-77.0,0.0,1.18,0.06,-0.06,0.0,1.28,0.03,-0.03,0.0,2020-05-07,Transiting Exoplanet Survey Satellite (TESS),78173496.8978912,False,False,False
4046,TOI-700 b,101.0,111 Earths,13.072,2020,Super Earth,0.0677 AU,TOI-700,b,toi-700 b,Transit,0,3,9.97702,0.00024,-0.00028,0.0,0.0677,0.0011,-0.0011,0.0,0.081,0.095,-0.058,0.0,89.66,0.24,-0.29,0.0,,,,0.0,,0.093,0.006,-0.006,0.0,,,,0.0,0,0,0,1,06h28m23.229s,97.096788,-65d34m45.522s,-65.579312,31.07,0.04,-0.04,0.0,31.15,0.02,-0.02,0.0,13.072,0.012,0.0,V (Johnson),12.066,,0.0,3461.0,66.0,-66.0,0.0,0.41,0.02,-0.02,0.0,0.42,0.02,-0.02,0.0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS),3496046.4935193635,True,False,False
4047,TOI-700 c,101.0,751 Earths,13.072,2020,Neptune-like,0.0929 AU,TOI-700,c,toi-700 c,Transit,0,3,16.05111,6.2e-05,-6.3e-05,0.0,0.0929,0.0015,-0.0015,0.0,0.078,0.075,-0.056,0.0,88.868,0.083,-0.1,0.0,,,,0.0,,0.236,0.014,-0.013,0.0,,,,0.0,0,0,0,1,06h28m23.229s,97.096788,-65d34m45.522s,-65.579312,31.07,0.04,-0.04,0.0,31.15,0.02,-0.02,0.0,13.072,0.012,0.0,V (Johnson),12.066,,0.0,3461.0,66.0,-66.0,0.0,0.41,0.02,-0.02,0.0,0.42,0.02,-0.02,0.0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS),3673127.883730338,False,False,False
